,Marcucci,LSC17,Ligene,Tobias,LSCR,Metzeler86,HSCR,Bullinger
GSM924081,1,1,0,1,0,0,0,0
GSM924082,1,1,1,1,1,0,1,0
GSM924083,1,0,0,1,1,0,1,0
GSM924084,0,1,0,1,1,0,0,1
GSM924085,1,1,0,1,1,0,0,1
GSM924086,0,1,0,1,0,0,0,0
GSM924087,0,0,0,1,0,0,0,0
GSM924088,0,0,1,1,1,0,0,1
GSM924089,0,1,1,1,0,1,1,1
GSM924090,0,0,1,1,1,0,1,1
GSM924091,1,1,0,1,0,0,0,0
GSM924092,0,0,1,1,0,0,0,0
GSM924093,0,1,1,1,1,1,0,1
GSM924094,0,0,0,1,0,0,1,0
GSM924095,0,0,0,1,0,0,0,1
GSM924096,0,1,0,1,1,0,1,1
GSM924097,1,1,0,1,1,0,1,0
GSM924098,1,1,1,1,1,0,1,1
GSM924099,1,1,0,1,0,0,0,1
GSM924100,1,1,1,1,1,1,1,1
GSM924101,0,1,1,1,1,0,1,0
GSM924102,0,1,1,1,1,0,1,0
GSM924103,0,1,1,1,1,0,1,1
GSM924104,1,1,1,1,1,0,1,0
GSM924105,0,0,0,1,0,0,1,0
GSM924106,1,1,1,1,1,0,1,0
GSM924107,1,0,1,1,0,0,0,0
GSM924108,1,0,0,1,0,0,1,0
GSM924109,1,0,1,1,0,0,1,0
GSM924110,1,1,1,1,1,1,1,1
GSM924111,1,0,0,1,0,0,0,0
GSM924112,1,0,1,1,0,0,0,1
GSM924113,0,0,0,1,0,0,0,0
GSM924114,1,1,1,1,1,0,1,1
GSM924115,0,0,0,1,0,0,0,0
GSM924116,1,0,0,1,0,0,0,0
GSM924117,1,1,1,1,1,0,1,0
GSM924118,1,1,0,1,1,0,1,0
GSM924119,1,1,1,1,1,0,1,1
GSM924120,0,1,1,1,0,0,0,1
GSM924121,0,1,1,1,1,1,1,1
GSM924122,0,0,0,1,0,0,0,0
GSM924123,0,1,0,1,1,0,0,1
GSM924124,1,0,0,1,1,0,0,0
GSM924125,0,0,1,1,0,0,1,1
GSM924126,0,0,0,1,1,0,1,1
GSM924127,0,0,0,1,0,0,0,0
GSM924128,1,1,1,1,1,0,1,0
GSM924129,0,0,1,1,1,0,1,1
GSM924130,0,0,0,1,0,0,0,0
GSM924131,1,1,1,1,1,1,1,1
GSM924132,1,0,1,1,0,0,0,0
GSM924133,0,0,0,1,1,0,0,0
GSM924134,1,0,1,1,0,0,1,1
GSM924135,0,0,0,1,0,0,0,0
GSM924136,0,0,0,1,0,0,0,0
GSM924137,1,1,1,1,1,1,1,1
GSM924138,0,1,0,1,0,0,0,1
GSM924139,1,0,0,1,0,0,0,0
GSM924140,1,1,1,1,1,0,1,1
GSM924141,1,1,1,1,1,1,1,1
GSM924142,1,1,1,1,0,0,0,1
GSM924143,0,0,1,1,0,0,0,1
GSM924144,0,0,0,1,1,0,0,1
GSM924145,0,1,1,1,1,0,1,1
GSM924146,1,1,1,1,1,0,1,0
GSM924147,1,0,0,1,0,0,0,0
GSM924148,1,0,0,1,0,0,1,0
GSM924149,0,0,0,1,0,0,0,0
GSM924150,0,0,0,1,0,0,0,0
GSM924151,1,1,1,1,1,0,1,0
GSM924152,1,1,1,1,1,0,0,1
GSM924153,1,1,0,1,1,0,1,0
GSM924154,0,0,1,1,0,0,0,1
